TA51;50;15;EST-M;2;Yes;No;375;375;0;3070;11;1
TA52;50;15;EST-M;2;Yes;No;375;375;0;3128;13;1
TA53;50;15;EST-M;2;Yes;No;375;375;0;2956;9;1
TA54;50;15;EST-M;2;Yes;No;375;375;0;3039;7;1
TA55;50;15;EST-M;2;Yes;No;375;375;0;2998;12;1
TA56;50;15;EST-M;2;Yes;No;375;375;0;3062;10;1
TA57;50;15;EST-M;2;Yes;No;375;375;0;3228;10;1
TA58;50;15;EST-M;2;Yes;No;375;375;0;3109;8;1
TA59;50;15;EST-M;2;Yes;No;375;375;0;3013;13;1
TA60;50;15;EST-M;2;Yes;No;375;375;0;3083;13;1
TA51;50;15;EST-M;3;Yes;No;250;250;0;2993;8;1
TA52;50;15;EST-M;3;Yes;No;250;250;0;2985;8;1
TA53;50;15;EST-M;3;Yes;No;250;250;0;2907;7;1
TA54;50;15;EST-M;3;Yes;No;250;250;0;2922;3;1
TA55;50;15;EST-M;3;Yes;No;250;250;0;3005;12;1
TA56;50;15;EST-M;3;Yes;No;250;250;0;3145;13;1
TA57;50;15;EST-M;3;Yes;No;250;250;0;3133;6;1
TA58;50;15;EST-M;3;Yes;No;250;250;0;3201;11;1
TA59;50;15;EST-M;3;Yes;No;250;250;0;2963;12;1
TA60;50;15;EST-M;3;Yes;No;250;250;0;2905;7;1
TA51;50;15;EST-M;4;Yes;No;188;188;0;2972;8;1
TA52;50;15;EST-M;4;Yes;No;188;188;0;2997;9;1
TA53;50;15;EST-M;4;Yes;No;188;188;0;2948;9;1
TA54;50;15;EST-M;4;Yes;No;188;188;0;2939;4;1
TA55;50;15;EST-M;4;Yes;No;188;188;0;2948;10;1
TA56;50;15;EST-M;4;Yes;No;188;188;0;3115;12;1
TA57;50;15;EST-M;4;Yes;No;188;188;0;3286;12;1
TA58;50;15;EST-M;4;Yes;No;188;188;0;3091;7;1
TA59;50;15;EST-M;4;Yes;No;188;188;0;2920;10;1
TA60;50;15;EST-M;4;Yes;No;188;188;0;2887;6;1
TA51;50;15;EST-M;5;Yes;No;150;150;0;3082;12;1
TA52;50;15;EST-M;5;Yes;No;150;150;0;3008;9;1
TA53;50;15;EST-M;5;Yes;No;150;150;0;2962;9;1
TA54;50;15;EST-M;5;Yes;No;150;150;0;3011;6;1
TA55;50;15;EST-M;5;Yes;No;150;150;0;2955;10;1
TA56;50;15;EST-M;5;Yes;No;150;150;0;3284;18;1
TA57;50;15;EST-M;5;Yes;No;150;150;0;3219;9;1
TA58;50;15;EST-M;5;Yes;No;150;150;0;3061;6;1
TA59;50;15;EST-M;5;Yes;No;150;150;0;2906;9;1
TA60;50;15;EST-M;5;Yes;No;150;150;0;2919;7;1
TA51;50;15;EST-M;6;Yes;No;125;125;0;3172;15;1
TA52;50;15;EST-M;6;Yes;No;125;125;0;3043;10;1
TA53;50;15;EST-M;6;Yes;No;125;125;0;2928;8;1
TA54;50;15;EST-M;6;Yes;No;125;125;0;2929;3;1
TA55;50;15;EST-M;6;Yes;No;125;125;0;3063;14;1
TA56;50;15;EST-M;6;Yes;No;125;125;0;3131;13;1
TA57;50;15;EST-M;6;Yes;No;125;125;0;3207;9;1
TA58;50;15;EST-M;6;Yes;No;125;125;0;3066;6;1
TA59;50;15;EST-M;6;Yes;No;125;125;0;3053;15;1
TA60;50;15;EST-M;6;Yes;No;125;125;0;2990;10;1
TA51;50;15;EST-M;7;Yes;No;107;107;0;3076;11;1
TA52;50;15;EST-M;7;Yes;No;107;107;0;3087;12;1
TA53;50;15;EST-M;7;Yes;No;107;107;0;2976;10;1
TA54;50;15;EST-M;7;Yes;No;107;107;0;3105;9;1
TA55;50;15;EST-M;7;Yes;No;107;107;0;3064;14;1
TA56;50;15;EST-M;7;Yes;No;107;107;0;3106;12;1
TA57;50;15;EST-M;7;Yes;No;107;107;0;3362;14;1
TA58;50;15;EST-M;7;Yes;No;107;107;0;3128;8;1
TA59;50;15;EST-M;7;Yes;No;107;107;0;2960;11;1
TA60;50;15;EST-M;7;Yes;No;107;107;0;2971;9;1
TA51;50;15;EST-M;8;Yes;No;94;94;0;3115;13;1
TA52;50;15;EST-M;8;Yes;No;94;94;0;3050;11;1
TA53;50;15;EST-M;8;Yes;No;94;94;0;3068;13;1
TA54;50;15;EST-M;8;Yes;No;94;94;0;3099;9;1
TA55;50;15;EST-M;8;Yes;No;94;94;0;3093;15;1
TA56;50;15;EST-M;8;Yes;No;94;94;0;3227;16;1
TA57;50;15;EST-M;8;Yes;No;94;94;0;3297;12;1
TA58;50;15;EST-M;8;Yes;No;94;94;0;3211;11;1
TA59;50;15;EST-M;8;Yes;No;94;94;0;2993;13;1
TA60;50;15;EST-M;8;Yes;No;94;94;0;3020;11;1
TA51;50;15;EST-M;9;Yes;No;83;83;0;3149;14;1
TA52;50;15;EST-M;9;Yes;No;83;83;0;3111;13;1
TA53;50;15;EST-M;9;Yes;No;83;83;0;3025;11;1
TA54;50;15;EST-M;9;Yes;No;83;83;0;3077;8;1
TA55;50;15;EST-M;9;Yes;No;83;83;0;3129;17;1
